MTU,Source,Sink,H2H capacity
2024-05-12 22:00:00+00:00,EE,DK1,715.9999999866341
2024-05-12 22:00:00+00:00,DE_LU,DK1,2973.699999808912
2024-05-12 22:00:00+00:00,NO5,NO4,417.09999986062166
2024-05-12 22:00:00+00:00,NO4,SE4,211.49999998217768
2024-05-12 22:00:00+00:00,DK1,DK2,2538.1999999956324
2024-05-12 22:00:00+00:00,NL,DE_LU,2703.399999986932
2024-05-12 22:00:00+00:00,NO5,NO1,2524.6999995924402
2024-05-12 22:00:00+00:00,LT,DK2,534.7999999562335
2024-05-12 22:00:00+00:00,PL,NO3,259.59999975441383
2024-05-12 22:00:00+00:00,NO1,SE4,1187.1999999905577
2024-05-12 22:00:00+00:00,DK1,SE1,2467.199999995753
2024-05-12 22:00:00+00:00,NO5,SE4,1331.8999999892876
2024-05-12 22:00:00+00:00,NO5,NO2,1331.8999999745467
2024-05-12 22:00:00+00:00,PL,NO1,758.2999999903549
2024-05-12 22:00:00+00:00,SE3,DK2,1187.1999999689042
2024-05-12 22:00:00+00:00,EE,NL,80.39999999642025
2024-05-12 22:00:00+00:00,SE2,FI,211.49999996287823
2024-05-12 22:00:00+00:00,NL,NO3,259.5999996696551
2024-05-12 22:00:00+00:00,NO2,DK2,2538.1999997706516
2024-05-12 22:00:00+00:00,PL,SE4,758.3000000002921
2024-05-12 22:00:00+00:00,SE3,SE1,2467.1999999922027
2024-05-12 22:00:00+00:00,LT,DE_LU,534.7999998407155
2024-05-12 22:00:00+00:00,NO5,DK1,1331.8999999840607
2024-05-12 22:00:00+00:00,NO2,SE1,2467.1999997626544
2024-05-12 22:00:00+00:00,PL,LT,8.827724580983026e-12
2024-05-12 22:00:00+00:00,FI,DK2,734.3999999912335
2024-05-12 22:00:00+00:00,NL,NO1,2740.0000003435357
2024-05-12 22:00:00+00:00,SE4,FI,377.0999998205895
2024-05-12 22:00:00+00:00,NL,SE4,1566.6999999643288
2024-05-12 22:00:00+00:00,EE,SE3,715.9999999869957
2024-05-12 22:00:00+00:00,LT,NO5,534.7999999745094
2024-05-12 22:00:00+00:00,DE_LU,SE3,2592.599999878327
2024-05-12 22:00:00+00:00,EE,SE2,716.0000000001749
2024-05-12 22:00:00+00:00,DE_LU,SE2,2592.599999986656
2024-05-12 22:00:00+00:00,DK1,NO3,259.59999984501525
2024-05-12 22:00:00+00:00,LT,NO3,259.5999999298158
2024-05-12 22:00:00+00:00,DE_LU,DK2,2538.19999971815
2024-05-12 22:00:00+00:00,LT,NO4,417.1000000290676
2024-05-12 22:00:00+00:00,PL,NO5,758.2999997753998
2024-05-12 22:00:00+00:00,SE2,DK2,211.49999999967602
2024-05-12 22:00:00+00:00,EE,SE1,715.9999999995256
2024-05-12 22:00:00+00:00,DE_LU,SE1,2467.200000008728
2024-05-12 22:00:00+00:00,DK1,NO1,4144.299999165741
2024-05-12 22:00:00+00:00,PL,NO4,417.0999999429273
2024-05-12 23:00:00+00:00,LT,NO1,534.8999999978031
2024-05-12 23:00:00+00:00,SE2,SE1,823.79999994521
2024-05-12 23:00:00+00:00,NL,DK1,2472.90000000954
2024-05-12 23:00:00+00:00,SE3,NO3,184.0999999857714
2024-05-12 23:00:00+00:00,DK1,SE4,1620.400000021231
2024-05-12 23:00:00+00:00,EE,FI,716.0000000004305
2024-05-12 23:00:00+00:00,DE_LU,FI,440.39999999958275
2024-05-12 23:00:00+00:00,LT,SE4,534.8999999998265
2024-05-12 23:00:00+00:00,NL,NO5,1711.8000000333159
2024-05-12 23:00:00+00:00,LT,NO2,534.8999999945896
2024-05-12 23:00:00+00:00,NO2,NO3,184.09999997956527
2024-05-12 23:00:00+00:00,NO4,SE2,1438.6999999738864
2024-05-12 23:00:00+00:00,NO3,DK2,216.2999999972679
2024-05-12 23:00:00+00:00,SE4,DK2,1396.8999999521955
2024-05-12 23:00:00+00:00,SE3,NO1,1396.8999999946943
2024-05-12 23:00:00+00:00,NL,NO4,184.0999999911679
2024-05-12 23:00:00+00:00,PL,NO2,761.4999999170011
2024-05-12 23:00:00+00:00,NO2,NO1,5172.599999951519
2024-05-12 23:00:00+00:00,NO5,SE3,1815.699999982856
2024-05-12 23:00:00+00:00,SE3,SE4,1620.3999998573681
2024-05-12 23:00:00+00:00,NO1,SE2,1579.8999999894293
2024-05-12 23:00:00+00:00,NO4,SE1,1438.6999999599338
2024-05-12 23:00:00+00:00,SE1,FI,184.39999999925092
2024-05-12 23:00:00+00:00,NO5,SE2,1815.6999999817288
2024-05-12 23:00:00+00:00,NO1,DK2,1579.8999984804009
2024-05-12 23:00:00+00:00,NO2,SE4,1620.3999999871364
2024-05-12 23:00:00+00:00,LT,DK1,534.8999999632714
2024-05-12 23:00:00+00:00,NO4,FI,184.7999999994652
2024-05-12 23:00:00+00:00,NO1,SE1,1263.899999969937
2024-05-12 23:00:00+00:00,NL,NO2,2472.9000000108404
2024-05-12 23:00:00+00:00,NO5,SE1,1263.899999944891
2024-05-12 23:00:00+00:00,PL,DK1,761.4999997659118
2024-05-12 23:00:00+00:00,PL,SE3,761.4999999993925
2024-05-12 23:00:00+00:00,DK1,NO4,184.09999980005097
2024-05-12 23:00:00+00:00,SE2,NO3,184.09999999693653
2024-05-12 23:00:00+00:00,EE,DK2,643.9999999480095
2024-05-12 23:00:00+00:00,PL,SE2,761.5000000024154
2024-05-12 23:00:00+00:00,NO1,FI,440.3999999941471
2024-05-12 23:00:00+00:00,NO5,FI,440.3999999972609
2024-05-12 23:00:00+00:00,EE,NO1,644.0000000014826
2024-05-12 23:00:00+00:00,DE_LU,NO1,3940.7999999339395
2024-05-12 23:00:00+00:00,PL,EE,7.209694751929531e-12
2024-05-12 23:00:00+00:00,NL,SE3,2472.899999987992
2024-05-12 23:00:00+00:00,NL,SE2,2472.8999999810303
2024-05-12 23:00:00+00:00,SE3,NO4,184.09999978782403
2024-05-12 23:00:00+00:00,SE1,DK2,184.3999999989046
2024-05-12 23:00:00+00:00,LT,NL,338.9000000658593
2024-05-12 23:00:00+00:00,SE2,SE4,184.39999998221913
2024-05-12 23:00:00+00:00,SE4,NO3,184.09999999740094
2024-05-12 23:00:00+00:00,PL,FI,440.3999999890267
2024-05-12 23:00:00+00:00,NO2,NO4,184.09999974579168
2024-05-12 23:00:00+00:00,EE,DE_LU,644.0000000015525
2024-05-12 23:00:00+00:00,NO4,DK2,184.7999999991226
2024-05-12 23:00:00+00:00,PL,NL,338.89999994221245
2024-05-12 23:00:00+00:00,FI,NO3,184.0999999824898
2024-05-12 23:00:00+00:00,NL,FI,440.3999999997587
2024-05-12 23:00:00+00:00,DK1,SE3,2641.9999973683935
2024-05-12 23:00:00+00:00,NO5,DK2,1815.6999984053723
2024-05-12 23:00:00+00:00,EE,NO5,643.9999999539518
2024-05-12 23:00:00+00:00,DE_LU,NO5,1711.800000043892
2024-05-12 23:00:00+00:00,DK1,SE2,2641.9999999460792
2024-05-12 23:00:00+00:00,LT,SE3,534.8999999990488
2024-05-12 23:00:00+00:00,LT,SE2,534.8999999745992
2024-05-12 23:00:00+00:00,EE,NO3,184.0999999801524
2024-05-12 23:00:00+00:00,DE_LU,NO3,184.09999998112312
2024-05-12 23:00:00+00:00,EE,NO4,184.09999986382545
2024-05-12 23:00:00+00:00,DE_LU,NO4,184.09999999655716
2024-05-12 23:00:00+00:00,LT,SE1,534.9000000020067
2024-05-12 23:00:00+00:00,PL,DK2,761.4999999616282
2024-05-12 23:00:00+00:00,LT,EE,1.0323953597040819e-11
2024-05-12 23:00:00+00:00,SE3,SE2,5676.399997318154
2024-05-12 23:00:00+00:00,NO2,DK1,3285.5999999595
2024-05-12 23:00:00+00:00,DK1,FI,440.39999999941796
2024-05-12 23:00:00+00:00,NO2,SE3,2641.999999991306
2024-05-12 23:00:00+00:00,SE1,NO3,184.09999999956125
2024-05-12 23:00:00+00:00,PL,SE1,761.4999999936359
2024-05-12 23:00:00+00:00,NO2,SE2,2641.9999999157776
2024-05-12 23:00:00+00:00,LT,FI,440.39999999279826
2024-05-12 23:00:00+00:00,EE,SE4,643.9999999908899
2024-05-12 23:00:00+00:00,DE_LU,SE4,1620.3999999842713
2024-05-12 23:00:00+00:00,EE,NO2,643.9999999400093
2024-05-12 23:00:00+00:00,DE_LU,NO2,3940.799999830997
2024-05-12 23:00:00+00:00,NO4,NO3,184.4999999825213
2024-05-12 23:00:00+00:00,NL,DK2,2472.8999998885633
2024-05-12 23:00:00+00:00,SE3,FI,440.39999998904096
2024-05-12 23:00:00+00:00,NL,SE1,1263.8999998164143
2024-05-12 23:00:00+00:00,PL,DE_LU,761.4999997214303
2024-05-12 23:00:00+00:00,SE1,SE4,184.39999998411722
2024-05-12 23:00:00+00:00,NO1,NO3,184.0999999915425
2024-05-12 23:00:00+00:00,NO5,NO3,184.09999999155409
2024-05-12 23:00:00+00:00,NO2,FI,440.3999999994913
2024-05-12 23:00:00+00:00,NO1,NO4,184.09999989349342
2024-05-12 23:00:00+00:00,EE,DK1,643.9999999867923
2024-05-12 23:00:00+00:00,DE_LU,DK1,3285.5999999365877
2024-05-12 23:00:00+00:00,NO5,NO4,184.0999997957335
2024-05-12 23:00:00+00:00,NO4,SE4,184.79999999976008
2024-05-12 23:00:00+00:00,DK1,DK2,2659.699999938472
2024-05-12 23:00:00+00:00,NL,DE_LU,2472.899999463323
2024-05-12 23:00:00+00:00,NO5,NO1,2693.8999996228345
2024-05-12 23:00:00+00:00,LT,DK2,534.8999999989427
2024-05-12 23:00:00+00:00,PL,NO3,184.09999991571502
2024-05-12 23:00:00+00:00,NO1,SE4,1579.8999999904472
2024-05-12 23:00:00+00:00,DK1,SE1,1263.899999806258
2024-05-12 23:00:00+00:00,NO5,SE4,1620.3999999305795
2024-05-12 23:00:00+00:00,NO5,NO2,1815.6999999660145
2024-05-12 23:00:00+00:00,PL,NO1,761.4999999908221
2024-05-12 23:00:00+00:00,SE3,DK2,1396.899999994503
2024-05-12 23:00:00+00:00,EE,NL,338.8999999916394
2024-05-12 23:00:00+00:00,SE2,FI,184.39999999976217
2024-05-12 23:00:00+00:00,NL,NO3,184.09999999404357
2024-05-12 23:00:00+00:00,NO2,DK2,2659.699999981933
2024-05-12 23:00:00+00:00,PL,SE4,761.5000000005857
2024-05-12 23:00:00+00:00,SE3,SE1,1263.8999998981733
2024-05-12 23:00:00+00:00,LT,DE_LU,534.8999999354878
2024-05-12 23:00:00+00:00,NO5,DK1,1815.6999988751231
2024-05-12 23:00:00+00:00,NO2,SE1,1263.8999997949797
2024-05-12 23:00:00+00:00,PL,LT,5.146540608138318e-12
2024-05-12 23:00:00+00:00,FI,DK2,643.9999999780485
2024-05-12 23:00:00+00:00,NL,NO1,2472.9000000194133
2024-05-12 23:00:00+00:00,SE4,FI,440.3999999890965
2024-05-12 23:00:00+00:00,NL,SE4,1620.3999999405798
2024-05-12 23:00:00+00:00,EE,SE3,644.00000001983
2024-05-12 23:00:00+00:00,LT,NO5,534.9000000012956
2024-05-12 23:00:00+00:00,DE_LU,SE3,2641.9999999792644
2024-05-12 23:00:00+00:00,EE,SE2,715.9999999991477
2024-05-12 23:00:00+00:00,DE_LU,SE2,2641.9999999430647
2024-05-12 23:00:00+00:00,DK1,NO3,184.09999998513737
2024-05-12 23:00:00+00:00,LT,NO3,184.0999999803362
2024-05-12 23:00:00+00:00,DE_LU,DK2,2659.6999997347
2024-05-12 23:00:00+00:00,LT,NO4,184.09999999499013
2024-05-12 23:00:00+00:00,PL,NO5,761.4999999513904
2024-05-12 23:00:00+00:00,SE2,DK2,184.3999999713741
2024-05-12 23:00:00+00:00,EE,SE1,716.0000000001493
2024-05-12 23:00:00+00:00,DE_LU,SE1,1263.8999998205347
2024-05-12 23:00:00+00:00,DK1,NO1,4004.099999953538
2024-05-12 23:00:00+00:00,PL,NO4,184.09999998851097
2024-05-13 00:00:00+00:00,LT,NO1,550.9999999983165
2024-05-13 00:00:00+00:00,SE2,SE1,736.8999999557091
2024-05-13 00:00:00+00:00,NL,DK1,2540.20000000685
2024-05-13 00:00:00+00:00,SE3,NO3,215.69999996715458
2024-05-13 00:00:00+00:00,DK1,SE4,1614.700000025243
2024-05-13 00:00:00+00:00,EE,FI,716.0000000003413
2024-05-13 00:00:00+00:00,DE_LU,FI,471.3999999994354
2024-05-13 00:00:00+00:00,LT,SE4,550.999999999798
2024-05-13 00:00:00+00:00,NL,NO5,1726.8000000261231
2024-05-13 00:00:00+00:00,LT,NO2,550.9999999943369
2024-05-13 00:00:00+00:00,NO2,NO3,215.6999999465866
2024-05-13 00:00:00+00:00,NO4,SE2,1433.9999999783981
2024-05-13 00:00:00+00:00,NO3,DK2,215.19999999839138
2024-05-13 00:00:00+00:00,SE4,DK2,1459.8999993901148
2024-05-13 00:00:00+00:00,SE3,NO1,1459.8999998495408
2024-05-13 00:00:00+00:00,NL,NO4,215.69999999419895
2024-05-13 00:00:00+00:00,PL,NO2,786.499999947816
2024-05-13 00:00:00+00:00,NO2,NO1,5072.299999553955
2024-05-13 00:00:00+00:00,NO5,SE3,1797.1999999540385
2024-05-13 00:00:00+00:00,SE3,SE4,1614.6999999051106
2024-05-13 00:00:00+00:00,NO1,SE2,1595.999999985733
2024-05-13 00:00:00+00:00,NO4,SE1,1433.9999999908719
2024-05-13 00:00:00+00:00,SE1,FI,215.19999999821675
2024-05-13 00:00:00+00:00,NO5,SE2,1797.1999999822094
2024-05-13 00:00:00+00:00,NO1,DK2,1595.9999987904907
2024-05-13 00:00:00+00:00,NO2,SE4,1614.6999999379175
2024-05-13 00:00:00+00:00,LT,DK1,550.9999999289034
2024-05-13 00:00:00+00:00,NO4,FI,215.19999987855087
2024-05-13 00:00:00+00:00,NO1,SE1,1208.0999999706376
2024-05-13 00:00:00+00:00,NL,NO2,2540.2000000058565
2024-05-13 00:00:00+00:00,NO5,SE1,1208.0999999609312
2024-05-13 00:00:00+00:00,PL,DK1,786.4999996255964
2024-05-13 00:00:00+00:00,PL,SE3,786.4999999994078
2024-05-13 00:00:00+00:00,DK1,NO4,215.69999984506185
2024-05-13 00:00:00+00:00,SE2,NO3,215.69999999970946
2024-05-13 00:00:00+00:00,EE,DK2,643.7999999641692
2024-05-13 00:00:00+00:00,PL,SE2,786.5000000008644
2024-05-13 00:00:00+00:00,NO1,FI,471.3999999950018
2024-05-13 00:00:00+00:00,NO5,FI,471.3999999980578
2024-05-13 00:00:00+00:00,EE,NO1,643.8000000006548
2024-05-13 00:00:00+00:00,DE_LU,NO1,3502.399999746346
2024-05-13 00:00:00+00:00,PL,EE,5.3466081204674805e-12
2024-05-13 00:00:00+00:00,NL,SE3,2540.1999999867026
2024-05-13 00:00:00+00:00,NL,SE2,2540.199999980151
2024-05-13 00:00:00+00:00,SE3,NO4,215.6999998211253
2024-05-13 00:00:00+00:00,SE1,DK2,215.19999998560206
2024-05-13 00:00:00+00:00,LT,NL,273.7999999735064
2024-05-13 00:00:00+00:00,SE2,SE4,215.19999999701395
2024-05-13 00:00:00+00:00,SE4,NO3,215.69999996225096
2024-05-13 00:00:00+00:00,PL,FI,471.39999999129833
2024-05-13 00:00:00+00:00,NO2,NO4,215.6999998430153
2024-05-13 00:00:00+00:00,EE,DE_LU,643.7999999058809
2024-05-13 00:00:00+00:00,NO4,DK2,215.1999999666059
2024-05-13 00:00:00+00:00,PL,NL,273.79999996134774
2024-05-13 00:00:00+00:00,FI,NO3,215.69999996558775
2024-05-13 00:00:00+00:00,NL,FI,471.4000000000191
2024-05-13 00:00:00+00:00,DK1,SE3,2636.099998094006
2024-05-13 00:00:00+00:00,NO5,DK2,1797.199999268869
2024-05-13 00:00:00+00:00,EE,NO5,643.8000000027793
2024-05-13 00:00:00+00:00,DE_LU,NO5,1726.800000033068
2024-05-13 00:00:00+00:00,DK1,SE2,2636.099999941237
2024-05-13 00:00:00+00:00,LT,SE3,550.9999999989441
2024-05-13 00:00:00+00:00,LT,SE2,550.9999999875993
2024-05-13 00:00:00+00:00,EE,NO3,215.6999999664244
2024-05-13 00:00:00+00:00,DE_LU,NO3,215.69999994854734
2024-05-13 00:00:00+00:00,EE,NO4,215.69999987969481
2024-05-13 00:00:00+00:00,DE_LU,NO4,215.69999982491123
2024-05-13 00:00:00+00:00,LT,SE1,551.0000000013105
2024-05-13 00:00:00+00:00,PL,DK2,786.4999999798798
2024-05-13 00:00:00+00:00,LT,EE,8.248612997574317e-12
2024-05-13 00:00:00+00:00,SE3,SE2,5694.099997702182
2024-05-13 00:00:00+00:00,NO2,DK1,2802.099999822799
2024-05-13 00:00:00+00:00,DK1,FI,471.39999999966057
2024-05-13 00:00:00+00:00,NO2,SE3,2636.0999999125265
2024-05-13 00:00:00+00:00,SE1,NO3,215.69999999957597
2024-05-13 00:00:00+00:00,PL,SE1,786.4999999912579
2024-05-13 00:00:00+00:00,NO2,SE2,2636.0999999191044
2024-05-13 00:00:00+00:00,LT,FI,471.39999999181083
2024-05-13 00:00:00+00:00,EE,SE4,643.7999999914529
2024-05-13 00:00:00+00:00,DE_LU,SE4,1614.6999999524987
2024-05-13 00:00:00+00:00,EE,NO2,643.7999999399304
2024-05-13 00:00:00+00:00,DE_LU,NO2,3502.3999999650264
2024-05-13 00:00:00+00:00,NO4,NO3,216.2999999909353
2024-05-13 00:00:00+00:00,NL,DK2,2540.199999725136
2024-05-13 00:00:00+00:00,SE3,FI,471.3999999911133
2024-05-13 00:00:00+00:00,NL,SE1,1208.0999998152454
2024-05-13 00:00:00+00:00,PL,DE_LU,786.499999834343
2024-05-13 00:00:00+00:00,SE1,SE4,215.1999999969721
2024-05-13 00:00:00+00:00,NO1,NO3,215.69999996264664
2024-05-13 00:00:00+00:00,NO5,NO3,215.69999996608655
2024-05-13 00:00:00+00:00,NO2,FI,471.39999999932763
2024-05-13 00:00:00+00:00,NO1,NO4,215.6999999091945
2024-05-13 00:00:00+00:00,EE,DK1,643.7999999982288
2024-05-13 00:00:00+00:00,DE_LU,DK1,2802.099999930042
2024-05-13 00:00:00+00:00,NO5,NO4,215.69999981522602
2024-05-13 00:00:00+00:00,NO4,SE4,215.19999994244904
2024-05-13 00:00:00+00:00,DK1,DK2,2671.700000024658
2024-05-13 00:00:00+00:00,NL,DE_LU,2540.199999924647
2024-05-13 00:00:00+00:00,NO5,NO1,2693.7999997720435
2024-05-13 00:00:00+00:00,LT,DK2,551.0000000000546
2024-05-13 00:00:00+00:00,PL,NO3,215.69999996762928
2024-05-13 00:00:00+00:00,NO1,SE4,1595.9999999328484
2024-05-13 00:00:00+00:00,DK1,SE1,1208.0999997457416
2024-05-13 00:00:00+00:00,NO5,SE4,1614.6999998413564
2024-05-13 00:00:00+00:00,NO5,NO2,1797.1999983215521
2024-05-13 00:00:00+00:00,PL,NO1,786.4999999931835
2024-05-13 00:00:00+00:00,SE3,DK2,1459.8999998066008
2024-05-13 00:00:00+00:00,EE,NL,273.80000000079974
2024-05-13 00:00:00+00:00,SE2,FI,215.19999999792998
2024-05-13 00:00:00+00:00,NL,NO3,215.69999995913017
2024-05-13 00:00:00+00:00,NO2,DK2,2671.699999959722
2024-05-13 00:00:00+00:00,PL,SE4,786.5000000005674
2024-05-13 00:00:00+00:00,SE3,SE1,1208.0999999302614
2024-05-13 00:00:00+00:00,LT,DE_LU,550.9999999822904
2024-05-13 00:00:00+00:00,NO5,DK1,1797.199998873552
2024-05-13 00:00:00+00:00,NO2,SE1,1208.0999998343934
2024-05-13 00:00:00+00:00,PL,LT,4.80895478193686e-12
2024-05-13 00:00:00+00:00,FI,DK2,643.7999997035
2024-05-13 00:00:00+00:00,NL,NO1,2540.2000000140442
2024-05-13 00:00:00+00:00,SE4,FI,471.39999999161165
2024-05-13 00:00:00+00:00,NL,SE4,1614.6999999459215
2024-05-13 00:00:00+00:00,EE,SE3,643.8000000001871
2024-05-13 00:00:00+00:00,LT,NO5,551.0000000007007
2024-05-13 00:00:00+00:00,DE_LU,SE3,2636.099999992862
2024-05-13 00:00:00+00:00,EE,SE2,715.999999998959
2024-05-13 00:00:00+00:00,DE_LU,SE2,2636.099999943316
2024-05-13 00:00:00+00:00,DK1,NO3,215.69999995004682
2024-05-13 00:00:00+00:00,LT,NO3,215.6999999639261
2024-05-13 00:00:00+00:00,DE_LU,DK2,2671.699999862376
2024-05-13 00:00:00+00:00,LT,NO4,215.69999971382606
2024-05-13 00:00:00+00:00,PL,NO5,786.4999999501447
2024-05-13 00:00:00+00:00,SE2,DK2,215.19999998566868
2024-05-13 00:00:00+00:00,EE,SE1,715.9999999998785
2024-05-13 00:00:00+00:00,DE_LU,SE1,1208.0999998668833
2024-05-13 00:00:00+00:00,DK1,NO1,4491.899999829679
2024-05-13 00:00:00+00:00,PL,NO4,215.69999999472316
2024-05-13 01:00:00+00:00,LT,NO1,1000.0000000003646
2024-05-13 01:00:00+00:00,SE2,SE1,364.89999999865006
2024-05-13 01:00:00+00:00,NL,DK1,2528.9000002653684
2024-05-13 01:00:00+00:00,SE3,NO3,168.79999996359
2024-05-13 01:00:00+00:00,DK1,SE4,1890.1000000046602
2024-05-13 01:00:00+00:00,EE,FI,716.0000000428129
2024-05-13 01:00:00+00:00,DE_LU,FI,426.7999997794175
2024-05-13 01:00:00+00:00,LT,SE4,1000.0000000432339
2024-05-13 01:00:00+00:00,NL,NO5,1738.3000002518818
2024-05-13 01:00:00+00:00,LT,NO2,999.9999999849946
2024-05-13 01:00:00+00:00,NO2,NO3,168.79999998226586
2024-05-13 01:00:00+00:00,NO4,SE2,1538.4999999852093
2024-05-13 01:00:00+00:00,NO3,DK2,46.19999999755926
2024-05-13 01:00:00+00:00,SE4,DK2,1086.5999998597415
2024-05-13 01:00:00+00:00,SE3,NO1,1086.5999998174636
2024-05-13 01:00:00+00:00,NL,NO4,168.79999951103395
